Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_Nigeria_Mpox
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_fio2spo2,,FiO2 at time of lowest SpO2 (select units),,,,,,[vital_sao2_supp(1)] = '1',1,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_fio2spo2_02110,number,FiO2 at time of lowest SpO2 (0.21-1.0),,number,,,,[vital_sao2_supp(1)] = '1',,,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_fio2spo2_pcnt,number,FiO2 at time of lowest SpO2 (%),,number,,,,[vital_sao2_supp(1)] = '1',,,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_capillaryr,radio,Capillary refill time >2seconds,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1',1,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_avpu,checkbox,AVPU,"1, Alert | 2, Verbal | 3, Pain | 4, Unresponsive",,,,,[daily_datavital(1)]='1',1,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_gcs,number,Glasgow Coma Score (GCS / 15) ,,number,3,15,,[daily_datavital(1)]='1',1,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_rass,number,Richmond Agitation-Sedation Scale (RASS) ,,number,,,,[daily_datavital(1)]='1',,,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_urineflow,number,Urine flow rate (mL/24 hours),,number,,,,[daily_datavital(1)]='1',1,,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox,group,MPOX,,,,,,,,,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_rash,radio,Site where mpox rash first occurred,"1, Genital skin | 2, Non-genital skin | 3, Mouth | 4, Other",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_rashoth,text,Specify other rash location,,,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_rashdate,date_dmy,Date first rash was observed by patient,,date_dmy,,today,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_dist,radio,Rash distribution,"1, Generalised | 2, Localised around the genitals | 3, Centrifugal- more on the extremities | 4, Centripetal- more on the trunk | 5, Other distribution",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_distoth,text,Specify other distribution:,,,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_morph,radio,Rash morphology,"1, Mostly discrete lesions | 2, Semi-confluent lesions | 3, Confluent lesions | 4, Mixed morphology",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_morphsize,radio,Rash size (skin) - widest diameter of any lesion,"1, Less than 0.5cm | 2, 0.5-0.99cm | 3, 1-1.99cm | 4, 2+ cm",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_skinles,radio,Current mpox skin lesion status:,"1, There are active skin lesions | 2, There are skin lesions and none of them are active (lesions in the process of healing & resolving, including scabbed lesions) | 3, All skin lesions have completely resolved (all scabs have fallen off with intact skin) | 4, No skin lesions have developed to date",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_vesi,radio,Vesicle,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_vesi_loc,text,Location of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_vesi(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_vesi_num,text,Number of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_vesi(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_pust,radio,Pustule,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_pust_loc,text,Location of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_pust(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_pust_num,text,Number of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_pust(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_ulcer,radio,Ulcerated lesion,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_ulcer_loc,text,Location of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_ulcer(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_ulcer_num,text,Number of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_ulcer(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_necro,radio,Necrotising lesion,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_necro_loc,text,Location of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_necro(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_necro_num,text,Number of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_necro(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_fung,radio,Fungating lesion,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_fung_loc,text,Location of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_fung(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_fung_num,text,Number of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_fung(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_haemo,radio,Haemorrhagic lesions,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_haemo_loc,text,Location of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_haemo(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_haemo_num,text,Number of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_haemo(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_othtyp,radio,Other active lesions type,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_othtyp_loc,text,Location of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_othtyp(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_othtyp_num,text,Number of lesions of this type,,,,,,[daily_datavital(1)]='1' and [vital_mpox_skinles(1)]='1' and [vital_mpox_othtyp(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_res,radio,Is there residual evidence of resolved skin lesions (scar/discolouration)?,"1, Yes | 0, No",,,,,[vital_mpox_skinles(2)]'1' or [vital_mpox_skinles(3)]='1' or [vital_mpox_skinles(4)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mucos,radio,Current mpox mucosal lesion status:,"1, There are mucosal lesions | 2, There are no mucosal lesions (any have resolved and mucosa is healed) | 3, No mucosal lesions have developed to date",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_rectitis,radio,Persistant symptoms of rectitis?,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_mucos(1)]=1,,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_recpainyn,radio,Anal or rectal pain,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_rectitis(1)]=1,,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_recblddis,radio,Rectal bleeding or discharge,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_rectitis(1)]=1,,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_tenes,radio,Sensation of needing to pass stool when bowels are empty (tenesmus),"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_rectitis(1)]=1,,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_orophar,radio,Persistant symptoms or signs of mucosal oropharyngeal lesions,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_mucos(1)]=1,,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_pharyn,radio,Pharyngitis,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_orophar(1)]=1,,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_oropharles,radio,Oro-pharyngeal ulcerated lesion (active),"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and [vital_mpox_orophar(1)]=1,,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_head,radio,"Head, face, neck","1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mouth,radio,Inside of mouth,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_torso,radio,Torso/trunk,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_arms,radio,Arms and/or hands,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_legs,radio,Legs and/or feet,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_palm,radio,Palms,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_sole,radio,Soles,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_genit,radio,External genitalia,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_peri,radio,Perianal,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_vagin,radio,Vaginal canal,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_rectum,radio,Rectum,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_locoth,radio,Other site,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1' and ([vital_mpox_mucos(1)]=1 or [vital_mpox_skinles(1)]='1'),,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_spec,text,Specify other site:,,,,,,[vital_mpox_locoth(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_24hr,radio,Have new skin or mucosal lesions appeared in the previous 24 hours? (may be best assed by patients),"1, Yes | 0, No",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_sl,radio,Estimated total number of skin lesions on the body,"0, None | 1, <10 | 2, 10-24 | 3, 25-49 | 4, 50-99 | 5, 100-250 | 6, 251-1000 | 7, >1000",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_ml,radio,Estimated total number of mucosal lesions on the body,"0, None | 1, <10 | 2, 10-24 | 3, 25-49 | 4, 50-99 | 5, 100-250 | 6, 251-1000 | 7, >1000",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_slpainyn,radio,Pain at any skin lesion site:,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_slpain,text,"If yes, maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,,,,,[vital_mpox_slpainyn(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mlpainyn,radio,Pain at any mucosal lesion site:,"1, Yes | 0, No",,,,,[daily_datavital(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mlpain,text,"If yes, maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,,,,,[vital_mpox_mlpainyn(1)]='1',,,1
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_desc,text,Describe any other lesion complications:,,,,,,[daily_datavital(1)]='1',,,1
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,daily_datatreat,radio,Enter Treatments & Interventions data for this date?,"1, Yes | 0, No",,,,,,1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid,group,FLUIDS,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_oral,radio,Oral rehydration? ,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_oralvol,text,Oral rehydration volume (mL/24 hours),,,,,,[treat_fluid_oral(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_parent,radio,Parenteral IV fluid?  ,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_parentyp,checkbox,Select all parenteral fluid  administered,"1, Crystalloid | 2, Albumin | 3, Gelatin | 4, Starches | 5, Other",,,,,[treat_fluid_parent] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_cryst,text,Crystalloid volume (mL/24 hours),,,,,,[treat_fluid_parentyp(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_album,text,Albumin volume (mL/24 hours),,,,,,[treat_fluid_parentyp(2)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_gelat,text,Gelatin volume (mL/24 hours),,,,,,[treat_fluid_parentyp(3)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_starch,text,Starches volume (mL/24 hours),,,,,,[treat_fluid_parentyp(4)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_unlisted,text,Other fluid type,,,,,,[treat_fluid_parentyp(5)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_oth,text,Other fluid volume (mL/24 hours),,,,,,[treat_fluid_parentyp(5)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood,group,BLOOD PRODUCTS,,,,,,,1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_occur,radio,Blood / blood products transfusion,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_type,checkbox,Select all blood products that were administered,"1, Platelets | 2, Cryoprecipitate | 3, Whole blood/packed RBC | 4, Frozen fresh plasma | 5, Fibrinogen concentrate",,,,,[treat_blood_occur(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_plate,text,Platelets (units/24 hours),,,,,,[treat_blood_type(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_cryo,text,Cryoprecipitate   (units/24 hours),,,,,,[treat_blood_type(2)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_whole,text,Whole blood/packed RBC volume  (units/24 hours),,,,,,[treat_blood_type(3)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_plasma,text,Frozen fresh plasma  (units/24 hours),,,,,,[treat_blood_type(4)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_fibrin,text,Fibrinogen concentrate  (units/24 hours),,,,,,[treat_blood_type(5)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_icu,radio,ICU/ITU/HDU/Intermediate Care Unit admission ,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp,group,RESPIRATORY SUPPORT,,,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_suppleo2,radio,Supplemental oxygen,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_type,checkbox,Select all types of respiratory support administered (from 00:00 to 24:00) on day of assessment,"1, Nasal prong | 2, Face mask | 3, High-flow nasal oxygen | 4, Non-invasive ventilation | 5, Invasive ventilation | 6, ECLS/ECMO",,,,,[treat_o2supp_suppleo2(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_pao2yn,radio,Was a PaO2 done ,"1, Yes, arterial sample | 2, Yes, venous sample | 3, Yes, capillary sample | 4, Yes, Unknown sample type | 0, No",,,,,[treat_o2supp_type(4)] = '1' or [treat_o2supp_type(5)] = '1' or [treat_o2supp_type(6)] = '1' ,1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_pao2,,PaO2 (select units),,,,,,[treat_o2supp_pao2yn(1)] = '1' or [treat_o2supp_pao2yn(2)] = '1' or [treat_o2supp_pao2yn(3)] = '1' or [treat_o2supp_pao2yn(4)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_pao2_kpa,number,PaO2 (kPa),,number,,,,[treat_o2supp_pao2yn(1)] = '1' or [treat_o2supp_pao2yn(2)] = '1' or [treat_o2supp_pao2yn(3)] = '1' or [treat_o2supp_pao2yn(4)] = '1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_pao2_mmhg,number,PaO2 (mmHg),,number,,,,[treat_o2supp_pao2yn(1)] = '1' or [treat_o2supp_pao2yn(2)] = '1' or [treat_o2supp_pao2yn(3)] = '1' or [treat_o2supp_pao2yn(4)] = '1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_highfio,,FiO2 at time of PaO2 (select units),,,,,,[treat_o2supp_pao2yn(1)] = '1' or [treat_o2supp_pao2yn(2)] = '1' or [treat_o2supp_pao2yn(3)] = '1' or [treat_o2supp_pao2yn(4)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_highfio_02110,number,FiO2 at time of PaO2 (0.21-1.0),,number,,,,[treat_o2supp_pao2yn(1)] = '1' or [treat_o2supp_pao2yn(2)] = '1' or [treat_o2supp_pao2yn(3)] = '1' or [treat_o2supp_pao2yn(4)] = '1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_highfio_pcnt,number,FiO2 at time of PaO2  (%),,number,,,,[treat_o2supp_pao2yn(1)] = '1' or [treat_o2supp_pao2yn(2)] = '1' or [treat_o2supp_pao2yn(3)] = '1' or [treat_o2supp_pao2yn(4)] = '1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_nivtyp,radio,Type of non-invasive ventilation,"1, CPAP | 2, BIPAP | 3, Other",,,,,[treat_o2supp_type(4)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_nivunlist,text,Specify other type of non-invasive ventilation,,,,,,[treat_o2supp_nivtyp(3)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_ecmotyp,radio,Type of ECLS / ECMO,"1, Venous-venus | 2, Venous-arterial",,,,,[treat_o2support_type(6)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_prone,radio,Prone positioning,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_prone_when,radio,When was the prone positioning,"1, During invasive ventilation | 2, Whilst self-ventilating",,,,,[treat_prone(1)] = '1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_neuromusc,radio,Neuromuscular blocking agents,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
